oui_prefix,change_type,observed_at,previous_org,current_org,source_url,source_archive_url
6CC242,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
70037E,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
705A9E,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
70A741,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
743AEF,renamed,2023-07-11T15:51:12.000Z,"Kaonmedia CO., LTD.","Kaon Group Co., Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
74604C,renamed,2023-07-11T15:51:12.000Z,RØDE,RODE,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
7483C2,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
74ACB9,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
74D713,recased,2023-07-11T15:51:12.000Z,"Huaqin Technology Co.,Ltd",Huaqin Technology Co. LTD,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
74D7CA,renamed,2023-07-11T15:51:12.000Z,Panasonic Corporation Automotive,"Panasonic Automotive Systems Co.,Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
784558,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
78530D,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
785F36,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
788A20,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
7C9A54,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
802994,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
802AA8,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
808C97,renamed,2023-07-11T15:51:12.000Z,"Kaonmedia CO., LTD.","Kaon Group Co., Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
80B234,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
80C6AB,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
80D04A,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
80DAC2,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
80EE25,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
80F3EF,renamed,2023-07-11T15:51:12.000Z,"Facebook Technologies, LLC","Meta Platforms Technologies, LLC",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
80FBF0,recased,2023-07-11T15:51:12.000Z,"Quectel Wireless Solutions Co., Ltd.","Quectel Wireless Solutions Co.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
840112,renamed,2023-07-11T15:51:12.000Z,"Kaonmedia CO., LTD.","Kaon Group Co., Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
8417EF,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
84DB2F,renamed,2023-07-11T15:51:12.000Z,Sierra Wireless,"Sierra Wireless, ULC",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
889E68,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
88A4C2,recased,2023-07-11T15:51:12.000Z,"LCFC(Hefei) Electronics Technology Co., Ltd","LCFC(HeFei) Electronics Technology co., ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
88F7C7,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
8C04FF,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
8C6A8D,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
8CBA25,renamed,2023-07-11T15:51:12.000Z,"UNIONMAN TECHNOLOGY CO.,LTD","UNION MAN TECHNOLOGY CO.,LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
905851,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
90B67A,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
90BDE6,recased,2023-07-11T15:51:12.000Z,"Quectel Wireless Solutions Co., Ltd.","Quectel Wireless Solutions Co.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
90F891,renamed,2023-07-11T15:51:12.000Z,"Kaonmedia CO., LTD.","Kaon Group Co., Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
9409C9,recased,2023-07-11T15:51:12.000Z,"ALPSALPINE CO .,LTD","ALPSALPINE CO,.LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
942A6F,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
943BB1,renamed,2023-07-11T15:51:12.000Z,"Kaonmedia CO., LTD.","Kaon Group Co., Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
946A77,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
947FD8,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
98524A,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
9877E7,renamed,2023-07-11T15:51:12.000Z,"Kaonmedia CO., LTD.","Kaon Group Co., Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
989D5D,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
98C854,renamed,2023-07-11T15:51:12.000Z,"Chiun MaiCommunication System, Inc","Chiun Mai Communication System, Inc",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
9C2DCD,recased,2023-07-11T15:51:12.000Z,"LCFC(Hefei) Electronics Technology Co., Ltd","LCFC(HeFei) Electronics Technology co., ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
9C65EE,renamed,2023-07-11T15:51:12.000Z,DASAN Network Solutions,DZS Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
9CB206,renamed,2023-07-11T15:51:12.000Z,PROCENTEC,HMS Industrial Networks,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
A01C87,renamed,2023-07-11T15:51:12.000Z,"UNIONMAN TECHNOLOGY CO.,LTD","UNION MAN TECHNOLOGY CO.,LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
A04C0C,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
A0FF70,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
A456CC,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
A486AE,recased,2023-07-11T15:51:12.000Z,"Quectel Wireless Solutions Co., Ltd.","Quectel Wireless Solutions Co.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
A8BD3A,renamed,2023-07-11T15:51:12.000Z,"UNIONMAN TECHNOLOGY CO.,LTD","UNION MAN TECHNOLOGY CO.,LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
A8E539,renamed,2023-07-11T15:51:12.000Z,"Moimstone Co.,Ltd","Nurivoice Co., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
AC1E92,recased,2023-07-11T15:51:12.000Z,"Samsung Electronics Co.,LTD","Samsung Electronics Co.,Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
AC4CA5,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
AC51EE,renamed,2023-07-11T15:51:12.000Z,Cambridge Communication Systems Ltd,Adtran Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
AC8BA9,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
B01886,renamed,2023-07-11T15:51:12.000Z,SmarDTV,SmarDTV Corporation,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
B03893,renamed,2023-07-11T15:51:12.000Z,Onda TLC GmbH,Onda TLC Italia S.r.l.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
B0C287,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
B0D888,renamed,2023-07-11T15:51:12.000Z,Panasonic Corporation Automotive,"Panasonic Automotive Systems Co.,Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
B417A8,renamed,2023-07-11T15:51:12.000Z,"Facebook Technologies, LLC","Meta Platforms Technologies, LLC",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
B42A0E,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
B4E265,recased,2023-07-11T15:51:12.000Z,"Shenzhen SDMC Technology Co.,LTD","Shenzhen SDMC Technology CO.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
B4FBE4,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
B85E71,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
BC9B68,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
C08F20,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
C0DD8A,renamed,2023-07-11T15:51:12.000Z,"Facebook Technologies, LLC","Meta Platforms Technologies, LLC",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
C0E911,renamed,2023-07-11T15:51:12.000Z,Private,RealNetworks,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
C42795,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
C44137,recased,2023-07-11T15:51:12.000Z,"Quectel Wireless Solutions Co., Ltd.","Quectel Wireless Solutions Co.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
C8138B,recased,2023-07-11T15:51:12.000Z,"Shenzhen Skyworth  Digital  Technology  CO., Ltd","Shenzhen Skyworth Digital  Technology  CO., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
CC03FA,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
CC3540,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
CC934A,renamed,2023-07-11T15:51:12.000Z,Sierra Wireless,"Sierra Wireless, ULC",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
CC9F7A,renamed,2023-07-11T15:51:12.000Z,"Chiun Mai Communication Systems, Inc","Chiun Mai Communication System, Inc",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
CCA174,renamed,2023-07-11T15:51:12.000Z,"Facebook Technologies, LLC","Meta Platforms Technologies, LLC",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
D021F9,renamed,2023-07-11T15:51:12.000Z,Ubiquiti Networks Inc.,Ubiquiti Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
D05A00,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
D08A91,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
D096FB,renamed,2023-07-11T15:51:12.000Z,DASAN Network Solutions,DZS Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
D0B2C4,renamed,2023-07-11T15:51:12.000Z,Technicolor CH USA Inc.,Vantiva USA LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20230711155112id_/https://standards-oui.ieee.org/oui/oui.csv
